Sl No.,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,,,,,,,,,Rand,Sl.No,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,CustSegment,filter_$,,,,,,,
6023,8963-JLGJT,Male,NO,No,Yes,3,Yes,No,No,No,Yes,No,Yes,No,No,No,DSL,Month-to-month,Mailed check,55.9,157.55,0,,,,,,,,,1134,946,2612-RANWT,Female,NO,No,No,12,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),100.15,1164.3,1,2,0,,,,,,,
8713,4430-UZIPO,Male,NO,No,No,3,No,No phone service,Yes,Yes,No,Yes,No,Yes,No,No,DSL,Month-to-month,Mailed check,36.85,108.7,0,,,,,,,,,294,947,6900-PXRMS,Male,YES,Yes,Yes,26,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,105.75,2710.25,2,3,1,,,,,,,
1209,4290-BSXUX,Male,NO,Yes,No,3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),79.65,251.75,0,,,,,,,,,7002,948,3346-BRMIS,Female,YES,Yes,No,18,No,No phone service,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,Month-to-month,Electronic check,48.35,810.7,1,2,0,,,,,,,
786,4484-CGXFK,Female,NO,No,No,3,Yes,No,Yes,Yes,No,No,No,No,No,Yes,DSL,Month-to-month,Electronic check,55.3,196.15,0,,,,,,,,,5125,949,2933-FILNV,Female,NO,Yes,Yes,2,No,No phone service,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,24.4,36.55,2,1,1,,,,,,,
10420,1389-CXMLU,Male,YES,No,No,3,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Fiber optic,Month-to-month,Electronic check,91.05,289.1,1,,,,,,,,,9486,950,9986-BONCE,Female,NO,No,No,4,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Bank transfer (automatic),20.95,85.5,0,1,0,,,,,,,
2282,7675-OZCZG,Female,YES,No,No,3,Yes,No,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,45,127.1,0,,,,,,,,,4207,951,2722-JMONI,Female,YES,Yes,No,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-month,Electronic check,49.55,49.55,0,1,0,,,,,,,
1790,4919-MOAVT,Male,NO,No,Yes,3,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.65,220.1,0,,,,,,,,,10668,952,4083-EUGRJ,Male,NO,No,No,9,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.25,178.5,0,1,0,,,,,,,
323,5835-BEQEU,Male,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,76.95,228.4,0,,,,,,,,,7475,953,7579-OOPEC,Female,YES,Yes,No,2,Yes,No,No,Yes,No,Yes,No,No,No,No,DSL,Month-to-month,Credit card (automatic),50.15,115.1,0,1,0,,,,,,,
9754,2325-NBPZG,Female,NO,No,No,3,Yes,No,Yes,No,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.55,233.65,0,,,,,,,,,3508,954,1771-OADNZ,Male,YES,Yes,No,29,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Fiber optic,Month-to-month,Electronic check,95.9,2745.2,2,3,0,,,,,,,
10352,9770-LXDBK,Female,NO,No,No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.4,63.15,0,,,,,,,,,8307,955,0612-RTZZA,Female,YES,No,No,1,No,No phone service,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,25.25,25.25,2,1,1,,,,,,,
4496,0030-FNXPP,Female,NO,No,No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.85,57.2,0,,,,,,,,,467,956,6410-LEFEN,Female,NO,No,No,9,Yes,No,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,45.15,416.45,1,1,0,,,,,,,
9878,3039-MJSLN,Male,NO,No,Yes,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Bank transfer (automatic),20.2,50.6,0,,,,,,,,,1835,957,3194-ORPIK,Female,NO,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Bank transfer (automatic),84.4,4116.15,2,3,0,,,,,,,
6707,0258-NOKBL,Male,NO,No,No,3,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Fiber optic,Month-to-month,Electronic check,90.4,268.45,1,,,,,,,,,2913,958,8816-VXNZD,Female,NO,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,75.1,75.1,0,1,1,,,,,,,
1021,5299-SJCZT,Male,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),101.55,298.35,1,,,,,,,,,5920,959,9378-FXTIZ,Female,NO,Yes,No,54,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,DSL,One year,Credit card (automatic),70.15,3715.65,2,3,1,,,,,,,
1407,6168-WFVVF,Female,YES,No,No,3,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70.3,235.5,0,,,,,,,,,1406,960,1723-HKXJQ,Male,NO,No,No,42,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101.75,4273.45,2,3,1,,,,,,,
2762,4918-QLLIW,Male,NO,No,No,3,Yes,No,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Credit card (automatic),53.4,188.7,0,,,,,,,,,10011,961,7825-GKXMW,Female,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,45.8,45.8,4,1,1,,,,,,,
6045,7245-NIIWQ,Female,NO,No,No,3,Yes,No,Yes,No,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.85,199.85,0,,,,,,,,,6661,962,1240-KNSEZ,Male,NO,No,No,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.1,20.1,4,1,1,,,,,,,
2876,9306-CPCBC,Female,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.25,210.3,0,,,,,,,,,6586,963,0836-SEYLU,Male,NO,Yes,No,9,No,No phone service,No,Yes,No,No,No,Yes,Yes,No,DSL,Month-to-month,Mailed check,40.65,328.95,0,1,1,,,,,,,
5139,7521-YXVZY,Male,NO,No,Yes,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.95,58.3,0,,,,,,,,,5124,964,4433-JCGCG,Male,YES,Yes,No,46,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101,4680.05,3,3,0,,,,,,,
2897,5759-RCVCB,Female,NO,No,No,3,No,No phone service,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Credit card (automatic),35.2,108.95,0,,,,,,,,,920,965,3716-BDVDB,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.1,69.1,0,1,1,,,,,,,
8358,4290-BSXUX,Male,NO,Yes,No,3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),79.65,251.75,0,,,,,,,,,6864,966,5899-MQZZL,Female,NO,No,No,13,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,75,999.45,1,2,1,,,,,,,
4614,3050-GBUSH,Female,NO,No,No,3,No,No phone service,Yes,No,No,No,No,No,Yes,No,DSL,Month-to-month,Credit card (automatic),34.8,113.95,0,,,,,,,,,5800,967,6849-OYAMU,Male,NO,Yes,Yes,19,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Fiber optic,One year,Bank transfer (automatic),100,1888.65,2,2,1,,,,,,,
7554,9306-CPCBC,Female,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.25,210.3,0,,,,,,,,,161,968,9488-HGMJH,Female,YES,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,71.15,71.15,0,1,1,,,,,,,
8510,1678-FYZOW,Female,NO,No,No,3,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,79.4,244.65,0,,,,,,,,,9811,969,6038-GCYEC,Female,NO,No,No,24,No,No phone service,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,Month-to-month,Credit card (automatic),54.15,1240.25,1,2,1,,,,,,,
2848,9057-SIHCH,Female,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,96.6,291.9,1,,,,,,,,,7967,970,1150-WFARN,Female,NO,Yes,Yes,67,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Two year,Credit card (automatic),108.75,7156.2,4,3,0,,,,,,,
7466,9057-SIHCH,Female,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,96.6,291.9,1,,,,,,,,,6555,971,3144-AUDBS,Female,NO,Yes,No,6,Yes,No,Yes,Yes,No,No,No,Yes,No,No,DSL,Month-to-month,Electronic check,49.15,270.8,1,1,0,,,,,,,
2678,5052-PNLOS,Male,NO,No,No,3,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),105.35,323.25,5,,,,,,,,,10084,972,5616-PRTNT,Male,NO,No,Yes,20,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Electronic check,19.4,374.5,1,1,1,,,,,,,
2542,7576-OYWBN,Male,YES,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,76.05,231.8,0,,,,,,,,,3140,973,4818-QIUFN,Female,YES,No,No,20,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,79.15,1520.9,1,2,1,,,,,,,
9879,0178-CIIKR,Female,NO,No,No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.95,58,0,,,,,,,,,4206,974,6961-VCPMC,Male,YES,Yes,No,46,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,80.4,3605.2,2,3,0,,,,,,,
9754,2325-NBPZG,Female,NO,No,No,3,Yes,No,Yes,No,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.55,233.65,0,,,,,,,,,10406,975,6688-UZPWD,Female,NO,Yes,No,11,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,102,1145.35,1,2,0,,,,,,,
4706,7764-BDPEE,Male,NO,No,Yes,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.85,60.65,0,,,,,,,,,99,976,2839-RFSQE,Female,NO,No,No,2,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.65,38.7,2,1,1,,,,,,,
979,9057-SIHCH,Female,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,96.6,291.9,1,,,,,,,,,10615,977,0968-GSIKN,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,70.8,70.8,0,1,0,,,,,,,
3638,1389-CXMLU,Male,YES,No,No,3,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Fiber optic,Month-to-month,Electronic check,91.05,289.1,1,,,,,,,,,4016,978,1965-DDBWU,Male,NO,No,No,16,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Fiber optic,Month-to-month,Credit card (automatic),89.05,1448.6,1,2,0,,,,,,,
5080,9269-CQOOL,Male,NO,No,Yes,3,Yes,No,Yes,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Credit card (automatic),54.7,169.45,0,,,,,,,,,10715,979,9057-SIHCH,Female,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,96.6,291.9,1,1,0,,,,,,,
6962,3082-VQXNH,Male,NO,Yes,No,3,No,No phone service,No,No,No,Yes,No,No,No,No,DSL,Month-to-month,Credit card (automatic),29.8,94.4,0,,,,,,,,,4203,980,6771-XWBDM,Female,NO,Yes,No,57,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Credit card (automatic),104.5,5921.35,3,3,1,,,,,,,
8217,0988-JRWWP,Female,NO,No,No,3,Yes,No,Yes,No,No,No,No,No,Yes,No,DSL,Month-to-month,Electronic check,54.2,140.4,0,,,,,,,,,8955,981,8601-QACRS,Female,NO,No,No,5,Yes,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,50.6,249.95,0,1,1,,,,,,,
893,4918-QLLIW,Male,NO,No,No,3,Yes,No,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Credit card (automatic),53.4,188.7,0,,,,,,,,,10085,982,2391-SOORI,Male,NO,No,Yes,4,Yes,No,No,Yes,Yes,No,No,No,No,No,DSL,Month-to-month,Electronic check,49.35,219.65,0,1,0,,,,,,,
2890,5299-SJCZT,Male,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),101.55,298.35,1,,,,,,,,,9860,983,2645-QTLMB,Male,NO,No,No,7,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,94.25,669,1,2,0,,,,,,,
5844,0925-VYDLG,Female,NO,No,No,3,Yes,Yes,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,75.25,242,0,,,,,,,,,6019,984,4806-HIPDW,Female,NO,Yes,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,68.95,68.95,0,1,1,,,,,,,
8883,1078-TDCRN,Female,YES,Yes,No,3,No,No phone service,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-month,Electronic check,30.75,82.85,0,,,,,,,,,9292,985,4424-TKOPW,Male,YES,No,No,2,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,93.85,196.75,0,1,0,,,,,,,
10633,1400-MMYXY,Male,YES,Yes,No,3,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,105.9,334.65,1,,,,,,,,,4246,986,8443-ZRDBZ,Male,NO,No,No,4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,76.05,318.9,5,1,0,,,,,,,
2897,5759-RCVCB,Female,NO,No,No,3,No,No phone service,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Credit card (automatic),35.2,108.95,0,,,,,,,,,10690,987,9136-ALYBR,Male,NO,No,No,1,No,No phone service,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,24.45,24.45,3,1,0,,,,,,,
4389,9576-ANLXO,Female,NO,No,No,3,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),69.55,222.3,0,,,,,,,,,7194,988,7479-NITWS,Male,NO,No,No,7,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Fiber optic,Month-to-month,Credit card (automatic),89.35,631.85,1,2,0,,,,,,,
3697,1400-MMYXY,Male,YES,Yes,No,3,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,105.9,334.65,1,,,,,,,,,6749,989,2959-MJHIC,Male,NO,Yes,No,4,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,80.35,307.4,1,1,0,,,,,,,
6216,1212-GLHMD,Male,NO,No,No,3,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Fiber optic,Month-to-month,Mailed check,86.05,244.85,0,,,,,,,,,4249,990,4201-JMNGR,Female,YES,No,No,1,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-month,Electronic check,55.8,55.8,0,1,0,,,,,,,
5056,9277-JOOMO,Female,NO,No,No,3,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,24.6,86.35,0,,,,,,,,,5312,991,5960-WPXQM,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,79.05,79.05,0,1,0,,,,,,,
1041,3815-SLMEF,Female,NO,No,No,3,No,No phone service,No,Yes,Yes,No,No,Yes,No,No,DSL,Month-to-month,Mailed check,34.25,139.35,0,,,,,,,,,3026,992,0684-AOSIH,Male,NO,Yes,No,1,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,95,95,0,1,0,,,,,,,
6092,2789-HQBOU,Male,NO,No,No,3,Yes,No,Yes,No,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,80.35,253.8,0,,,,,,,,,10222,993,8260-NGFNY,Female,NO,No,No,1,No,No phone service,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,25.2,25.2,2,1,0,,,,,,,
8530,7808-DVWEP,Male,NO,Yes,No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Bank transfer (automatic),20,49.65,0,,,,,,,,,5882,994,1866-RZZQS,Male,YES,No,No,41,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,98.4,4187.75,2,3,0,,,,,,,
8637,8993-PHFWD,Female,NO,No,No,3,No,No phone service,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,25.25,58.9,0,,,,,,,,,4984,995,8631-NBHFZ,Male,YES,Yes,Yes,66,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,DSL,Two year,Credit card (automatic),79.4,5154.6,3,3,1,,,,,,,
2431,0925-VYDLG,Female,NO,No,No,3,Yes,Yes,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,75.25,242,0,,,,,,,,,10505,996,4958-XCBDQ,Male,YES,No,No,35,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101.4,3496.3,2,3,1,,,,,,,
5139,7521-YXVZY,Male,NO,No,Yes,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.95,58.3,0,,,,,,,,,7356,997,8337-UPOAQ,Male,YES,Yes,No,10,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Fiber optic,Month-to-month,Electronic check,89.8,914.3,1,2,1,,,,,,,
5680,9261-WDCAF,Male,NO,No,No,3,Yes,No,No,No,No,No,No,No,No,Yes,DSL,Month-to-month,Mailed check,54.65,189.1,0,,,,,,,,,282,998,1725-IQNIY,Male,NO,Yes,No,54,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Two year,Bank transfer (automatic),109.75,6110.2,3,3,0,,,,,,,
8277,0378-TOVMS,Female,NO,No,No,3,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Fiber optic,Month-to-month,Electronic check,85.8,272.2,1,,,,,,,,,5142,999,6598-RFFVI,Male,NO,No,No,2,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Credit card (automatic),19.3,28.3,2,1,1,,,,,,,
6985,8806-EAGWC,Male,NO,No,No,3,Yes,No,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Mailed check,55.15,159.15,0,,,,,,,,,3993,1000,6712-OAWRH,Female,YES,No,No,26,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,91.25,2351.8,2,3,1,,,,,,,
1567,6496-SLWHQ,Male,YES,No,No,3,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,105,294.45,1,,,,,,,,,965,1001,8614-VGMMV,Female,NO,No,No,15,Yes,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,49.1,679.55,1,2,0,,,,,,,
8918,9048-JVYVF,Male,NO,No,No,3,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Month-to-month,Electronic check,69.35,191.35,0,,,,,,,,,5957,1002,2930-UOTMB,Female,NO,No,No,31,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,DSL,Month-to-month,Credit card (automatic),65.25,1994.3,2,2,0,,,,,,,
2328,3198-VELRD,Female,NO,Yes,Yes,3,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),84.75,264.85,1,,,,,,,,,3199,1003,5914-DVBWJ,Female,YES,No,No,18,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber optic,Month-to-month,Electronic check,85.45,1505.85,1,2,1,,,,,,,
10520,4919-MOAVT,Male,NO,No,Yes,3,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.65,220.1,0,,,,,,,,,6238,1004,2533-QVMSK,Male,NO,Yes,No,61,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Fiber optic,Two year,Electronic check,94.1,5638.3,3,3,1,,,,,,,
916,7587-RZNME,Male,NO,No,No,3,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,43.3,123.65,0,,,,,,,,,2146,1005,8644-XLFBW,Male,YES,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,71.65,71.65,0,1,1,,,,,,,
9763,5095-AESKG,Female,NO,Yes,No,3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Fiber optic,Month-to-month,Credit card (automatic),91.5,242.95,0,,,,,,,,,9295,1006,8625-AZYZY,Male,NO,Yes,No,24,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,104.65,2542.45,2,3,1,,,,,,,
7149,4918-QLLIW,Male,NO,No,No,3,Yes,No,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Credit card (automatic),53.4,188.7,0,,,,,,,,,3548,1007,9306-CPCBC,Female,NO,No,No,3,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.25,210.3,0,1,1,,,,,,,
4323,2393-DIVAI,Female,NO,No,No,3,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20,61.7,0,,,,,,,,,10253,1008,1833-VGRUM,Female,YES,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.2,74.2,0,1,1,,,,,,,
4389,9576-ANLXO,Female,NO,No,No,3,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),69.55,222.3,0,,,,,,,,,6658,1009,8374-XGEJJ,Male,YES,Yes,No,43,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101,4388.4,2,3,1,,,,,,,
916,7587-RZNME,Male,NO,No,No,3,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,43.3,123.65,0,,,,,,,,,8895,1010,2656-TABEH,Male,NO,Yes,No,4,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,100.2,420.2,1,1,0,,,,,,,
5642,3318-NMQXL,Male,NO,No,No,3,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,92,266.8,1,,,,,,,,,1854,1011,6946-LMSQS,Male,YES,Yes,No,25,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Fiber optic,One year,Electronic check,89.05,2177.45,2,2,0,,,,,,,
6985,8806-EAGWC,Male,NO,No,No,3,Yes,No,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Mailed check,55.15,159.15,0,,,,,,,,,2666,1012,2325-ZUSFD,Female,NO,Yes,Yes,57,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,One year,Bank transfer (automatic),70.1,3913.3,2,3,1,,,,,,,
3030,6161-UUUTA,Male,YES,No,No,3,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,79.9,260.9,1,,,,,,,,,10447,1013,3932-CMDTD,Female,NO,No,No,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,One year,Electronic check,105.65,443.9,1,1,0,,,,,,,
1747,4592-IWTJI,Female,NO,Yes,Yes,3,No,No phone service,No,Yes,Yes,No,No,No,No,No,DSL,Month-to-month,Credit card (automatic),29.7,91.7,0,,,,,,,,,879,1014,4039-HEUNW,Male,YES,Yes,No,36,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,96.5,3436.1,2,3,0,,,,,,,
562,0925-VYDLG,Female,NO,No,No,3,Yes,Yes,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,75.25,242,0,,,,,,,,,4298,1015,0812-WUPTB,Male,YES,Yes,No,1,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,70.85,70.85,0,1,1,,,,,,,
4300,7343-EOBEU,Male,NO,Yes,No,3,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,23.6,89.05,0,,,,,,,,,7177,1016,3594-UVONA,Female,NO,No,No,35,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,One year,Credit card (automatic),85.95,3110.1,2,3,0,,,,,,,
